nombre;fecha_inicio;fecha_cierre;region;link;estado;descripcion_corta;requisitos
Fondo Etapas Tempranas Perfil Administradoras;No informado;No informado;Todo Chile;https://www.corfo.gob.cl/sites/cpp/convocatoria/fondo_etapas_tempranas_perfil_administradoras/;Abiertas;Queremos fomentar la creación de fondos de inversión que permitan financiar y desarrollar a las pequeñas y medianas empresas chilenas, que se encuentren en etapas tempranas y presenten potencial de crecimiento e innovación. Para ello, Corfo entrega financiamiento a los fondos de inversión, para que éstos inviertan en este tipo de empresas mediante créditos o aportes de capital. A cambio, el fondo adquiere un porcentaje de participación en la empresa y se involucra activamente en su gestión.;No informado
Fondo Etapas Tempranas Tecnológicas Perfil Administradoras;No informado;No informado;Todo Chile;https://www.corfo.gob.cl/sites/cpp/convocatoria/fondo_etapas_tempranas_tecnologicas_perfil_administradoras/;Abiertas;Queremos potenciar el desarrollo de fondos de inversión de capital de riesgo, con foco en empresas chilenas que se encuentren en etapas tempranas de desarrollo y presenten potencial de crecimiento e innovación con sectores vinculados con tecnologías.;No informado
Garantía COBEX;No informado;No informado;Todo Chile;https://www.corfo.gob.cl/sites/cpp/convocatoria/cobex/;Abiertas;ES UN MECANISMO DE APOYO para acceder a Financiamiento para la micro, pequeña, mediana y grandes empresas relacionadas directa o indirectamente con el comercio exterior (venta anual hasta UF600.000). Corfo facilita el acceso a crédito, mediante el otorgamiento de coberturas a instituciones financieras, que en su proceso de evaluación y otorgamiento de créditos requieren garantías del deudor para cursar los financiamientos para inversión y capital de trabajo, incluidas las operaciones destinadas a mitigar el riesgo de tipo de cambio, fomentando de esta forma el comercio exterior.;Empresas Privadas, productoras de bienes y/o prestadoras de servicios. ⏎ Para solicitarlo debes contactarte con alguna de las instituciones financieras que operan con nosotros. ⏎ Para más detalles revisar “ ⏎ Reglamento ⏎ ” ⏎ Empresas Privadas (personas jurídicas o personas naturales, ambas con giro vigente ante el S.I.I y sujetas de crédito), productoras de bienes y/o prestadoras de servicios, que cumplan con alguna de las siguientes condiciones: ⏎ Micro, pequeña y mediana empresas relacionadas directa o indirectamente con el comercio exterior, con ventas de hasta UF 100.000 al año (excluido el IVA) y empresas exportadoras con ventas de hasta UF 600.000 al año. ⏎ Empresas emergentes (sin historia, pero con proyección de ventas de hasta UF 100.000 al año y UF 600.000 al año en caso de ser exportadoras). ⏎ No podrán solicitarlo: ⏎ Empresas con mora superior a 60 días corridos, en la institución financiera donde solicita el financiamiento. ⏎ Empresas con solicitudes de cobro en Corfo de subsidio contingente (cobertura) registradas en los últimos 3 años.
Garantía ESCALA PRO-INVERSIÓN;No informado;No informado;Todo Chile;https://www.corfo.gob.cl/sites/cpp/convocatoria/escala_pro_inversion/;Abiertas;"ES UN MECANISMO DE APOYO para acceder a Financiamiento para Empresas con planes de crecimiento, aceleración y/o con soluciones innovadoras que hayan sido previamente beneficiarias de un instrumento de las Gerencias de Emprendimiento, Redes y Territorio, Capacidades Tecnológicas o Innova de Corfo; y cuenten con una carta de recomendación entregada por la respectiva gerencia o comité.";Empresas con planes de crecimiento, aceleración y/o con soluciones innovadoras. ⏎ Haber sido beneficiarias con algún instrumento de CORFO proveniente de las Gerencias señaladas, o de su Comité Innova Chile. ⏎ Contar con una carta de recomendación de CORFO. ⏎ Para solicitarlo debes contactarte con alguna de las instituciones financieras que operan con nosotros. ⏎ Para más detalles revisar “ ⏎ Reglamento ⏎ ” ⏎ Empresas Privadas (personas jurídicas o personas naturales, ambas con giro vigente ante el S.I.I y sujetas de crédito), productoras de bienes y/o prestadoras de servicios, que cumplan con las siguientes condiciones: ⏎ Micro, pequeña, mediana y grandes empresas con ventas hasta UF 600.000 al año (excluido el IVA) con planes de crecimiento, aceleración y/o con soluciones innovadoras. ⏎ Beneficiarias de un instrumento de las Gerencias de Emprendimiento, Redes y Territorio, Capacidades Tecnológicas o Innova de Corfo. ⏎ Tener una carta de recomendación entregada por la respectiva gerencia o comité de CORFO, la que permitirá acceder a las condiciones especiales de cobertura. ⏎ La recomendación no podrá tener una antigüedad mayor a 12 meses al momento del curse de la operación que se acoja a la cobertura. ⏎ La recomendación de CORFO no garantiza la aprobación del crédito, el que debe ser evaluado por la institución financiara. ⏎ IMPORTANTE: ⏎ La empresa debe ser sujeto de crédito y encontrarse en proceso de evaluación por parte de una institución financiera intermediaria de la modalidad, para la solicitud de recomendación se debe llenar el formulario disponible en el portal privado de Corfo en el menú Escala Proinversión. ⏎ No podrán solicitarlo: ⏎ Empresas con mora superior a 60 días corridos en los últimos 12 meses, en la institución Financiera donde solicita el crédito. ⏎ Empresas con solicitudes de cobro en Corfo de subsidio contingente (cobertura), registradas en los últimos 5 años.
Garantía FOGAIN;No informado;No informado;Todo Chile;https://www.corfo.gob.cl/sites/cpp/convocatoria/fogain/;Abiertas;ES UN MECANISMO DE APOYO para acceder a CREDITOS para micro, pequeñas y medianas empresas. Corfo facilita el acceso a crédito mediante el otorgamiento de coberturas a instituciones financieras, que en su proceso de evaluación y otorgamiento de créditos requieren garantías del deudor para cursar los financiamientos.;No informado
Garantía FOGAIN MUJER;No informado;No informado;Todo Chile;https://www.corfo.gob.cl/sites/cpp/convocatoria/fogain_mujer/;Abiertas;ES UN MECANISMO DE APOYO para acceder a FINANCIAMIENTO para micro y pequeña empresa lideradas por mujeres, de todo Chile, con necesidades de capital de trabajo, inversión y/o refinanciamiento. Para ello, Corfo otorga una garantía parcial a los créditos otorgados por Instituciones Financieras Bancarias y No Bancarias, compensando parcialmente sus pérdidas en caso de que estas empresas beneficiarias no cumplan con el pago de sus créditos.;Empresas Privadas, productoras de bienes y/o prestadoras de servicios lideradas por mujeres. ⏎ Para solicitarlo debes contactarte con alguna de las instituciones financieras que colaboran con nosotros. ⏎ Para más detalles revisar “Reglamento” ⏎ Empresas Privadas lideradas por mujeres (personas jurídicas o personas naturales sujetas a crédito), productoras de bienes y/o prestadoras de servicios, con ventas hasta UF25.000 al año (excluido el IVA). ⏎ Se entenderá que una empresa es liderada por mujeres, en los siguientes casos: ⏎ I. ⏎ Personas Natural de sexo femenino (sexo y nombre registral), mayor de 18 años. ⏎ 1. ⏎ En caso de personas natural, si la empresaria inpidual es mujer. ⏎ II. ⏎ Personas Jurídicas constituidas en Chile, que correspondan a una empresa liderada por mujeres. ⏎ 1. ⏎ En caso de persona jurídica con fines de lucro que cuente con directorio (por exigirlo la ley o porque así lo acuerden los socios o accionistas) ⏎ Que una o más mujeres tengan participación en, al menos, un 50% del capital social, con derecho a voto. En otros términos, que una o más mujeres sean dueñas de la mitad o más de la sociedad. ⏎ Que una o más mujeres tengan participación en, al menos, un 30% del capital social, con derecho a voto y que, además, una o más mujeres tengan facultad para representar a la sociedad, ya sea como directoras, gerentas, administradoras, o ejecutivas principales. ⏎ 2. ⏎ En caso de persona jurídica con fines de lucro que no cuente con directorio, en cualquiera de los dos siguientes casos: ⏎ Que una o más mujeres tengan participación en, al menos, un 50% del capital social. En otros términos, que una o más mujeres sean dueñas de la mitad o más de la sociedad. ⏎ Que una o más mujeres tengan participación en, al menos, un 30% del capital social y que, además, una o más mujeres tengan facultad para representar a la empresa. ⏎ 3. ⏎ En caso de personas jurídicas sin fines de lucro o otras (por ejemplo: corporaciones, fundaciones, asociaciones gremiales, entre otras): ⏎ Si su directorio (o el órgano al que le corresponda la administración) esta integrado, al menos, en un 50% por mujeres. En otros términos, que al menos la mitad del directorio este integrado por mujeres. ⏎ No podrán solicitarlo: ⏎ Empresas lideradas por mujeres que presenten una solicitud de cobertura en los últimos 12 meses, en cualquiera de los programas de cobertura. ⏎ Empresas con mora superior a 60 días en la institución Financiera donde solicita el crédito. ⏎ Empresas con solicitudes de cobro en Corfo de subsidio contingente registradas en los últimos 3 años.
Ley de Incentivo Tributario a la I+D;No informado;No informado;Todo Chile;https://www.corfo.gob.cl/sites/cpp/incentivo_tributario/;Abiertas;La Ley Investigación y Desarrollo (I+D) tiene por objetivo contribuir a mejorar la capacidad competitiva de las empresas chilenas, al establecer un incentivo tributario para la inversión en I+D permitiéndoles rebajar, del impuesto de primera categoría, hasta el 52,55% de los recursos destinados a actividades de investigación y desarrollo. #Ley I+D #Incentivo #Incentivo Tributario #Ley #I+D #Desarrollar #Investigar #Empresas #Ciencia #Desarrollo tecnológico #Impuesto #Beneficio Tributario;No informado
PAR GESTIÓN EFICIENTE DE RECURSOS HÍDRICOS – REGIÓN DE O’HIGGINS 2022;No informado;No informado;O'Higgins;https://www.corfo.gob.cl/sites/cpp/convocatoria/par_gestion_eficiente_de_recursos_hidricos_ohiggins/;Abiertas;Subsidio que busca mejorar el potencial productivo y fortalecer la gestión de las empresas y/o emprendedores de un territorio, apoyando proyectos vinculados a la sustentabilidad medioambiental, que incorporen la gestión eficiente de recursos hídricos, fomentando el desarrollo de sus competencias y capacidades y cofinanciando proyectos de inversión, que les permitan acceder a nuevas oportunidades de negocio y/o mantener las existentes.;Contribuyentes con actividades gravadas con el Impuesto de Primera Categoría. ⏎ Quienes cuenten con un tiempo de operación inferior a un año, deberán tener una proyección de ventas que les permita cumplir con los niveles de ventas requeridos. ⏎ Bases legales ⏎ Los proyectos deben estar vinculados a la sustentabilidad medioambiental y cambio climático, incorporando como elemento principal la eficiente gestión de recursos hídricos. ⏎ Deben demostrar ventas netas anuales entre UF 200 y UF 10.000. ⏎ Emprendedores sin inicio de actividades ante el SII, podrán postular, en la medida que su proyección de ventas cumpla con los niveles de ventas requeridos. ⏎ Los proyectos se deben desarrollar y tener dirección comercial en la Región de O’Higgins.
PAR MULTISECTORIAL IDENTIDAD REGIONAL Y PATRIMONIAL – REGIÓN DE O’HIGGINS – AÑO 2023;No informado;No informado;O'Higgins;https://www.corfo.gob.cl/sites/cpp/convocatoria/par_multisectorial_identidad_regional_y_patrimonial_oh/;Abiertas;Queremos potenciar a un grupo entre 5 y 15 empresas y/o emprendedores de una localidad o sector económico determinado, para que mejoren su competencia productiva y gestión, desarrollando planes de asistencia técnica, capacitación y cofinanciando la inversión productiva.;Contribuyentes con actividades gravadas con el Impuesto de Primera Categoría. ⏎ No podrán ser beneficiarios/as de este instrumento, las personas naturales que tengan inscripción vigente en el Registro Nacional de Deudores de Persones de Alimentos, regulado por la Ley N°21.389. ⏎ Deben demostrar ventas netas anuales entre UF 200 y UF 10.000. ⏎ Quienes cuenten con un tiempo de operación inferior a un año, deberán tener una proyección de ventas que les permita cumplir con los niveles de ventas requeridos. ⏎ Bases legales ⏎ Se focalizará en proyectos con actividades vinculadas a identidad regional y patrimonial de la Región de O’Higgins, tales como: Chamantos y mantas de Doñihue, Sal de Cáhuil, Chacolí , Licores y Mistelas de Doñihue, Mimbre de Chimbarongo, Cobre Labrado y Orfebrería de Coya, Cerámica de Pañul, Piedra Rosada y mueblistas de Pelequén. ⏎ Emprendedores sin inicio de actividades ante el SII, podrán postular, en la medida que su proyección de ventas cumpla con los niveles de ventas requeridos. ⏎ Los proyectos se deben desarrollar y tener dirección comercial en la Región de O’Higgins.
PAR MULTISECTORIAL INCLUSIÓN – REGIÓN DE O’HIGGINS – AÑO 2023;No informado;No informado;O'Higgins;https://www.corfo.gob.cl/sites/cpp/convocatoria/par_multisectorial_inclusion_oh/;Abiertas;Queremos potenciar a un grupo entre 5 y 15 empresas y/o emprendedores de una localidad o sector económico determinado, para que mejoren su competencia productiva y gestión, desarrollando planes de asistencia técnica, capacitación y cofinanciando la inversión productiva.;Contribuyentes con actividades gravadas con el Impuesto de Primera Categoría. ⏎ No podrán ser beneficiarios/as de este instrumento, las personas naturales que tengan inscripción vigente en el Registro Nacional de Deudores de Persones de Alimentos, regulado por la Ley N°21.389. ⏎ Deben demostrar ventas netas anuales entre UF 200 y UF 10.000. ⏎ Quienes cuenten con un tiempo de operación inferior a un año, deberán tener una proyección de ventas que les permita cumplir con los niveles de ventas requeridos. ⏎ Bases legales ⏎ Focalizado en proyectos pertenecientes a la categoría multisectorial y en el marco de la inclusión orientada a: proyectos postulados por empresas lideradas por personas en situación de discapacidad y/o adultos mayores. ⏎ Emprendedores sin inicio de actividades ante el SII, podrán postular, en la medida que su proyección de ventas cumpla con los niveles de ventas requeridos.
Programa de Cobertura para Instituciones de Garantía Recíproca – Cobertura IGR;No informado;No informado;Todo Chile;https://www.corfo.gob.cl/sites/cpp/convocatoria/fondos_de_garantia_a_instituciones_de_garantia_reciproca/;Abiertas;Buscamos fomentar el desarrollo de las instituciones de garantía recíproca (IGR), para que puedan garantizar créditos a micro, pequeñas y medianas empresas y, de este modo, las mipymes puedan acceder;No informado
Red Tecnológica GTT+;No informado;No informado;Arica y Parinacota, Bío Bío, Metropolitana, O'Higgins, Tarapacá;https://www.corfo.gob.cl/sites/cpp/convocatoria/gtt/;Abiertas;Si tienes interés en participar junto a otras empresas del sector silvoagropecuario en un proyecto GTT, los invitamos a postular al programa GTT+. Esta línea de apoyo busca que grupos de entre 10 y 15 empresas puedan, a través del intercambio entre pares y asistencias técnicas, cerrar brechas tecnológicas y de gestión, incorporando herramientas y mejores prácticas productivas, fomentando la construcción de alianzas entre los empresarios para ampliar el capital relacional, mejorar su productividad y posición competitiva.;Empresas, Personas Jurídicas ⏎ Bases legales ⏎ Los beneficiarios deberán tener giro silvoagropecuario y demostrar, en forma individual, ventas netas anuales superiores a UF 2.400.- (dos mil cuatrocientas Unidades de Fomento) y que no excedan de UF 600.000.- (seiscientas mil Unidades de Fomento). ⏎ En un proyecto se podrá incorporar beneficiarios de menor nivel de ventas a los señalados, los que en conjunto, no deberán exceder el 35% del número total de éstos. ⏎ Al postular, el proyecto deberá contar con un mínimo de 10 y un máximo de 15 beneficiarios y, durante su ejecución, su número podrá reducirse hasta 8 beneficiarios.
Solicitud previa de aprobación de proyectos de I+D – artículo 41 G LIR;No informado;No informado;Todo Chile;https://www.corfo.gob.cl/sites/cpp/convocatoria/solicitud_aprobacion_proyectos_excepcion_rentas_pasivas/;Abiertas;Procedimiento para solicitar a Corfo, en el marco del régimen ProPyme de la letra D del artículo 14 de la LIR, la certificación previa de acuerdos que se celebren para el financiamiento mediante la participación en Pymes, con la finalidad de apoyar puesta en marcha, desarrollo o crecimiento de emprendimientos o de proyectos de innovación tecnológica. En mérito de dicha certificación, no se entenderán entidades relacionadas con la Pyme, aquellas que participen en ella con ese fin y, por lo tanto, no se consideran para el cálculo de los ingresos brutos de la Pyme.;Contribuyentes o patrimonios de afectación con domicilio, residencia o constituidos en Chile ⏎ Bases legales ⏎ Que – directa o indirectamente – controlan una o más entidades sin domicilio ni residencia en el país, de acuerdo con las definiciones y requisitos señalados en el artículo 41 G de la LIR.
Solicitud previa de certificación de acuerdos – artículo 14 LIR;No informado;No informado;Todo Chile;https://www.corfo.gob.cl/sites/cpp/convocatoria/certificacion_acuerdo_financiamiento_participacion_pyme/;Abiertas;Procedimiento para solicitar a Corfo, en el marco del régimen ProPyme de la letra D del artículo 14 de la LIR, la certificación previa de acuerdos que se celebren para el financiamiento mediante la participación en Pymes, con la finalidad de apoyar puesta en marcha, desarrollo o crecimiento de emprendimientos o de proyectos de innovación tecnológica. En mérito de dicha certificación, no se entenderán entidades relacionadas con la Pyme, aquellas que participen en ella con ese fin y, por lo tanto, no se consideran para el cálculo de los ingresos brutos de la Pyme.;Empresas que reúna las condiciones copulativas indicadas en el número 1 de la letra D) del artículo 14 de la LIR. ⏎ Bases legales ⏎ Empresas contribuyentes de la 1ra. Categoría Ley impuesto a la renta, revisar en Bases y Descargables archivo “Otros requisitos señalados en el número 1 de la letra D) del artículo 14 de la LIR”.
